code,area,year,domestic_consumers _sales_GWh,domestic_ consumers_number_of_consumers_(thousands),commercial_and_industrial_consumers_sales_GWh,commercial_and_industrial_consumers_number_of_consumers_(thousands),all_consumers_sales_GWh,all_consumers_number_of_consumers_(thousands),sales_per_consumer_domestic_kWh,sales_per_consumer_commercial_and_industrial_kWh
E09000004,Bexley,2015,1242,89,707,1,1949,90,13917,1112809
E09000005,Brent,2015,1533,103,572,1,2104,104,14916,485288
E09000006,Bromley,2015,2060,130,409,1,2470,131,15873,319978
E09000007,Camden,2015,955,79,1395,3,2350,82,12067,518160
E09000008,Croydon,2015,2058,139,433,1,2490,140,14819,327042
E09000009,Ealing,2015,1658,118,747,1,2405,120,14014,530809
E09000010,Enfield,2015,1546,108,530,1,2076,109,14335,481393
E09000011,Greenwich,2015,1135,93,441,1,1576,94,12244,503987
E09000012,Hackney,2015,965,92,340,1,1305,93,10547,330009
E09000013,Hammersmith and Fulham,2015,874,75,591,1,1465,76,11660,594393
E09000014,Haringey,2015,1263,97,315,1,1578,98,13062,298750
E09000015,Harrow,2015,1417,83,344,1,1760,84,17114,379755
E09000016,Havering,2015,1336,97,237,1,1573,97,13839,312980
E09000017,Hillingdon,2015,1424,98,738,1,2161,99,14530,647834
E09000018,Hounslow,2015,1150,84,617,1,1767,85,13757,565215
E09000019,Islington,2015,899,88,639,1,1538,89,10262,510879
E09000020,Kensington and Chelsea,2015,870,70,895,2,1765,73,12407,374580
E09000021,Kingston upon Thames,2015,896,60,245,1,1141,61,14911,328340
E09000022,Lambeth,2015,1386,120,870,1,2256,121,11567,637778
E09000023,Lewisham,2015,1334,110,377,1,1711,111,12166,443562
E09000024,Merton,2015,1072,76,320,1,1392,77,14020,334831
E09000025,Newham,2015,1083,93,985,1,2067,94,11604,1060898
E09000026,Redbridge,2015,1429,94,242,1,1671,95,15202,291571
E09000027,Richmond upon Thames,2015,1181,78,317,1,1498,79,15147,299156
E09000028,Southwark,2015,1040,102,997,1,2037,103,10191,679139
E09000029,Sutton,2015,1048,72,244,1,1293,72,14610,355100
E09000030,Tower Hamlets,2015,702,77,741,1,1443,78,9115,584371
E09000031,Waltham Forest,2015,1197,93,289,1,1485,94,12857,380957
E09000032,Wandsworth,2015,1518,120,615,1,2134,122,12640,443532
E09000033,Westminster,2015,966,88,2498,5,3465,93,10936,513430
E12000001,North East,2015,14768,1104,8252,11,23020,1116,13372,742502
E12000002,North West,2015,37374,2908,25227,31,62601,2938,12853,826742
E12000003,Yorkshire and the Humber,2015,29016,2127,21182,24,50198,2150,13644,887287
E12000004,East Midlands,2015,23831,1777,14196,19,38027,1796,13408,757643
E12000005,West Midlands,2015,27919,2116,17314,23,45233,2139,13195,739448
E12000006,East,2015,28031,2075,15599,22,43629,2098,13507,700535
E13000001,Inner London,2015,13886,1213,12113,23,25998,1235,11449,537360
E13000002,Outer London,2015,26286,1807,8239,19,34525,1826,14550,425852
E12000008,South East,2015,44073,3211,18074,40,62147,3251,13725,456454
E12000009,South West,2015,21689,1857,11142,20,32830,1877,11679,566768
E92000001,England ,2015,266872,20195,151338,231,418209,20426,13215,654964
W92000004,Wales,2015,13814,1124,9018,10,22832,1134,12291,864274
S92000003,Scotland,2015,27315,1999,19563,24,46879,2023,13662,829122
K03000001,Great Britain,2015,308851,23395,182131,267,490982,23662,13202,681046
E09000001,City of London,2016,30,3,773,1,803,4,11680,788215
E09000002,Barking and Dagenham,2016,738,66,220,0,958,67,11122,449125
E09000003,Barnet,2016,2163,128,525,2,2688,130,16852,255324
E09000004,Bexley,2016,1222,90,695,1,1917,91,13549,1101853
E09000005,Brent,2016,1523,103,537,1,2060,104,14765,465297
E09000006,Bromley,2016,2016,131,385,1,2401,132,15451,299321
E09000007,Camden,2016,947,79,1470,3,2417,82,11966,546236
E09000008,Croydon,2016,2019,140,446,1,2465,141,14462,338483
E09000009,Ealing,2016,1652,119,686,1,2338,120,13916,492138
E09000010,Enfield,2016,1539,108,503,1,2042,110,14192,452756
E09000011,Greenwich,2016,1118,93,467,1,1585,94,12013,534111
E09000012,Hackney,2016,968,92,333,1,1301,93,10520,324138
E09000013,Hammersmith and Fulham,2016,875,75,552,1,1427,76,11658,548633
E09000014,Haringey,2016,1255,97,349,1,1604,98,12965,338543
E09000015,Harrow,2016,1411,83,248,1,1659,84,16913,268358
E09000016,Havering,2016,1330,97,230,1,1559,98,13672,300905
E09000017,Hillingdon,2016,1427,99,678,1,2105,100,14453,603895
E09000018,Hounslow,2016,1158,84,601,1,1759,86,13718,557094
E09000019,Islington,2016,896,88,681,1,1577,89,10222,554041
E09000020,Kensington and Chelsea,2016,867,70,870,2,1737,72,12405,365043
E09000021,Kingston upon Thames,2016,883,60,232,1,1116,61,14662,302299
E09000022,Lambeth,2016,1370,120,832,1,2202,122,11391,606268
E09000023,Lewisham,2016,1314,110,350,1,1665,111,11944,409901
E09000024,Merton,2016,1056,77,303,1,1359,78,13763,318865
E09000025,Newham,2016,1079,93,935,1,2014,94,11554,1046992
E09000026,Redbridge,2016,1429,94,229,1,1658,95,15126,281472
E09000027,Richmond upon Thames,2016,1183,78,312,1,1495,79,15104,298362
E09000028,Southwark,2016,1027,102,990,1,2017,104,10049,664097
E09000029,Sutton,2016,1031,72,231,1,1263,73,14316,329569
E09000030,Tower Hamlets,2016,698,77,744,1,1442,78,9061,587792
E09000031,Waltham Forest,2016,1192,93,280,1,1472,94,12766,363808
E09000032,Wandsworth,2016,1502,120,686,1,2188,122,12476,499296
E09000033,Westminster,2016,957,88,2492,5,3449,93,10849,514054
E12000001,North East,2016,14852,1119,8719,11,23570,1130,13271,768385
E12000002,North West,2016,37565,2939,24291,31,61856,2970,12779,784971
E12000003,Yorkshire and the Humber,2016,28827,2148,20835,24,49662,2172,13418,870643
E12000004,East Midlands,2016,24059,1806,13698,19,37757,1825,13322,727360
E12000005,West Midlands,2016,28269,2143,16829,24,45098,2167,13190,710839
E12000006,East,2016,28093,2108,13687,22,41780,2130,13326,618034
E13000001,Inner London,2016,13785,1215,12059,22,25843,1237,11349,537154
E13000002,Outer London,2016,26090,1817,7810,19,33900,1837,14356,405568
E12000008,South East,2016,44041,3266,17694,39,61734,3306,13484,447966
E12000009,South West,2016,21935,1894,10746,20,32681,1914,11578,541772
E92000001,England ,2016,267515,20457,146367,232,413882,20689,13077,631125
W92000004,Wales,2016,13831,1139,8964,10,22795,1150,12142,854001
S92000003,Scotland,2016,27459,2043,19002,24,46461,2066,13442,801813
K03000001,Great Britain,2016,309639,23714,176928,269,486568,23983,13057,658767
E09000001,City of London,2017,28,2,819,1,847,3,11398,838271
E09000002,Barking and Dagenham,2017,966,79,1534,3,2499,82,12215,569345
E09000003,Barnet,2017,990,92,380,1,1370,93,10743,368312
E09000004,Bexley,2017,897,75,566,1,1463,76,11940,560526
E09000005,Brent,2017,1283,97,348,1,1631,98,13228,326828
E09000006,Bromley,2017,916,88,679,1,1595,89,10449,544051
E09000007,Camden,2017,883,70,867,2,1750,72,12661,351552
E09000008,Croydon,2017,1404,120,779,1,2183,122,11661,569166
E09000009,Ealing,2017,1347,110,343,1,1690,111,12211,388444
E09000010,Enfield,2017,1106,93,957,1,2063,94,11828,1063323
E09000011,Greenwich,2017,1051,102,1023,1,2075,104,10297,696496
E09000012,Hackney,2017,710,77,794,1,1504,78,9213,611329
E09000013,Hammersmith and Fulham,2017,1545,121,611,1,2156,122,12812,441956
E09000014,Haringey,2017,973,88,2644,5,3617,93,11055,543947
E09000015,Harrow,2017,770,67,220,0,990,67,11532,450801
E09000016,Havering,2017,2212,129,546,2,2758,131,17158,255305
E09000017,Hillingdon,2017,1251,90,699,1,1950,91,13851,1048140
E09000018,Hounslow,2017,1547,103,520,1,2067,105,14973,441495
E09000019,Islington,2017,2062,131,379,1,2442,132,15762,284280
E09000020,Kensington and Chelsea,2017,2070,141,454,1,2524,142,14729,338341
E09000021,Kingston upon Thames,2017,1692,119,721,1,2413,120,14216,502390
E09000022,Lambeth,2017,1589,109,526,1,2115,110,14600,483908
E09000023,Lewisham,2017,1152,93,455,1,1607,94,12353,519906
E09000024,Merton,2017,1442,84,243,1,1685,85,17199,265614
E09000025,Newham,2017,1373,98,235,1,1608,98,14075,306636
E09000026,Redbridge,2017,1462,99,742,1,2204,100,14764,642624
E09000027,Richmond upon Thames,2017,1188,85,574,1,1762,86,14010,530916
E09000028,Southwark,2017,903,61,240,1,1143,61,14918,309507
E09000029,Sutton,2017,1084,77,303,1,1388,78,14078,317103
E09000030,Tower Hamlets,2017,1467,95,241,1,1707,96,15449,287339
E09000031,Waltham Forest,2017,1205,78,308,1,1513,79,15392,284654
E09000032,Wandsworth,2017,1054,72,263,1,1316,73,14571,374056
E09000033,Westminster,2017,1217,94,281,1,1498,95,12989,352943
E12000001,North East,2017,15380,1130,8889,11,24269,1141,13615,788411
E12000002,North West,2017,39087,2960,26548,31,65635,2991,13207,843237
E12000003,Yorkshire and the Humber,2017,29960,2163,21817,24,51777,2188,13850,896228
E12000004,East Midlands,2017,24876,1825,14547,19,39424,1845,13627,761366
E12000005,West Midlands,2017,29315,2162,17418,24,46733,2186,13560,721731
E12000006,East,2017,29121,2129,14783,23,43903,2152,13677,654587
E13000001,Inner London,2017,14101,1215,12343,23,26444,1238,11602,544866
E13000002,Outer London,2017,26739,1824,7952,20,34691,1843,14662,405366
E12000008,South East,2017,45106,3300,18180,40,63286,3340,13667,456738
E12000009,South West,2017,22705,1917,11535,20,34240,1937,11846,571843
E92000001,England,2017,276391,20625,154010,235,430402,20860,13401,654895
W92000004,Wales,2017,14445,1147,9784,11,24229,1158,12589,911256
S92000003,Scotland,2017,28352,2066,19348,24,47700,2090,13722,799893
K03000001,Great Britain,2017,320029,23915,185676,272,505705,24188,13382,681593
E09000001,City of London,2018,28,2,838,1,866,3,11462,872236
E09000002,Barking and Dagenham,2018,769,67,209,1,978,67,11545,397930
E09000003,Barnet,2018,2210,129,578,2,2787,132,17070,262872
E09000004,Bexley,2018,1246,90,711,1,1957,91,13796,993009
E09000005,Brent,2018,1548,103,589,1,2137,105,14958,474443
E09000006,Bromley,2018,2067,131,378,1,2445,133,15734,260836
E09000007,Camden,2018,964,79,1598,3,2562,82,12225,587587
E09000008,Croydon,2018,2083,141,483,1,2566,143,14729,339294
E09000009,Ealing,2018,1695,120,731,2,2426,121,14142,474285
E09000010,Enfield,2018,1585,109,530,1,2115,110,14520,475567
E09000011,Greenwich,2018,1155,94,533,1,1687,94,12341,569801
E09000012,Hackney,2018,992,92,390,1,1382,93,10756,364906
E09000013,Hammersmith and Fulham,2018,895,75,580,1,1475,76,11925,540772
E09000014,Haringey,2018,1280,97,368,1,1648,98,13219,329477
E09000015,Harrow,2018,1441,84,249,1,1689,85,17112,268444
E09000016,Havering,2018,1374,98,256,1,1630,99,14028,315376
E09000017,Hillingdon,2018,1463,99,693,1,2156,101,14714,581009
E09000018,Hounslow,2018,1190,85,583,1,1773,86,14029,509956
E09000019,Islington,2018,913,88,673,1,1586,89,10422,522378
E09000020,Kensington and Chelsea,2018,886,70,903,2,1790,72,12752,365459
E09000021,Kingston upon Thames,2018,906,61,243,1,1149,61,14934,304122
E09000022,Lambeth,2018,1408,121,747,1,2156,122,11678,520808
E09000023,Lewisham,2018,1347,110,361,1,1708,111,12213,381751
E09000024,Merton,2018,1084,77,306,1,1390,78,14029,309656
E09000025,Newham,2018,1107,93,944,1,2051,94,11842,1003964
E09000026,Redbridge,2018,1469,95,253,1,1722,96,15413,276014
E09000027,Richmond upon Thames,2018,1207,78,305,1,1512,80,15392,281525
E09000028,Southwark,2018,1052,102,968,2,2020,103,10323,636187
E09000029,Sutton,2018,1055,73,271,1,1326,73,14550,368417
E09000030,Tower Hamlets,2018,713,77,851,1,1564,79,9226,637448
E09000031,Waltham Forest,2018,1218,94,314,1,1532,95,12976,375451
E09000032,Wandsworth,2018,1546,121,626,2,2171,122,12802,416770
E09000033,Westminster,2018,977,88,2613,5,3590,93,11125,537187
E12000001,North East,2018,15163,1141,9032,12,24195,1152,13295,769902
E12000002,North West,2018,38960,2989,25961,32,64920,3021,13035,811749
E12000003,Yorkshire and the Humber,2018,29820,2185,22463,25,52283,2210,13649,906172
E12000004,East Midlands,2018,24925,1852,14984,20,39909,1871,13459,766040
E12000005,West Midlands,2018,29468,2186,17765,25,47233,2211,13483,708242
E12000006,East,2018,28932,2159,16538,23,45471,2182,13398,718244
E13000001,Inner London,2018,14110,1215,12459,23,26570,1238,11615,536122
E13000002,Outer London,2018,26763,1830,8213,21,34976,1850,14628,399179
E12000008,South East,2018,45361,3347,18583,41,63944,3388,13554,456208
E12000009,South West,2018,22900,1945,11653,20,34553,1965,11774,569367
E92000001,England,2018,276404,20847,157651,241,434055,21088,13259,653652
W92000004,Wales,2018,14383,1158,9725,11,24109,1169,12424,884046
S92000003,Scotland,2018,28361,2097,19217,25,47578,2122,13522,771440
K03000001,Great Britain,2018,319999,24177,188290,278,508289,24455,13236,676140
E09000001,City of London,2019,31,2,752,1,783,3,13726,852034
E09000002,Barking and Dagenham,2019,788,66,214,1,1002,66,11979,425175
E09000003,Barnet,2019,2240,128,532,2,2772,130,17459,249187
E09000004,Bexley,2019,1256,90,722,1,1979,90,13998,1034745
E09000005,Brent,2019,1580,102,590,1,2170,103,15496,482457
E09000006,Bromley,2019,2088,131,370,1,2458,132,15995,273662
E09000007,Camden,2019,972,77,1528,3,2501,79,12654,591702
E09000008,Croydon,2019,2120,141,458,1,2579,142,15046,327462
E09000009,Ealing,2019,1723,119,682,1,2405,120,14512,469935
E09000010,Enfield,2019,1607,108,567,1,2174,109,14843,514254
E09000011,Greenwich,2019,1173,93,508,1,1681,93,12675,553178
E09000012,Hackney,2019,1008,91,365,1,1373,92,11123,354408
E09000013,Hammersmith and Fulham,2019,904,74,552,1,1457,75,12236,547548
E09000014,Haringey,2019,1296,95,347,1,1642,96,13605,321887
E09000015,Harrow,2019,1467,84,231,1,1698,85,17531,255667
E09000016,Havering,2019,1387,97,241,1,1628,98,14240,306276
E09000017,Hillingdon,2019,1494,99,668,1,2162,100,15092,594022
E09000018,Hounslow,2019,1215,84,562,1,1777,85,14435,513046
E09000019,Islington,2019,927,86,661,1,1588,87,10778,551526
E09000020,Kensington and Chelsea,2019,891,67,841,2,1731,70,13219,352104
E09000021,Kingston upon Thames,2019,914,60,238,1,1152,61,15156,306734
E09000022,Lambeth,2019,1432,119,714,1,2146,121,12021,512553
E09000023,Lewisham,2019,1372,109,377,1,1749,110,12582,422633
E09000024,Merton,2019,1105,77,291,1,1396,78,14421,307517
E09000025,Newham,2019,1130,92,975,1,2105,93,12266,1038956
E09000026,Redbridge,2019,1491,94,250,1,1741,95,15778,282487
E09000027,Richmond upon Thames,2019,1216,78,278,1,1494,79,15620,267444
E09000028,Southwark,2019,1072,100,974,1,2046,101,10733,678985
E09000029,Sutton,2019,1065,72,258,1,1324,73,14775,346100
E09000030,Tower Hamlets,2019,724,76,832,1,1557,77,9537,635332
E09000031,Waltham Forest,2019,1237,93,286,1,1523,94,13330,353926
E09000032,Wandsworth,2019,1565,120,654,1,2218,121,13083,459802
E09000033,Westminster,2019,989,84,2409,5,3398,89,11709,524641
E12000001,North East,2019,15428,1138,8999,11,24427,1149,13557,799951
E12000002,North West,2019,39779,2974,25199,31,64978,3005,13374,814789
E12000003,Yorkshire and the Humber,2019,30395,2178,20997,23,51392,2201,13957,896260
E12000004,East Midlands,2019,25227,1850,14440,19,39668,1869,13633,767887
E12000005,West Midlands,2019,29931,2179,16978,24,46909,2203,13737,704658
E12000006,East,2019,29234,2161,15400,22,44634,2183,13529,696687
E13000001,Inner London,2019,14313,1192,11981,22,26294,1215,12003,9791
E13000002,Outer London,2019,27167,1815,7947,20,35114,1835,14966,13193
E12000008,South East,2019,45958,3350,17736,39,63694,3389,13718,454938
E12000009,South West,2019,23520,1948,11348,20,34868,1967,12075,579319
E92000001,England,2019,280953,20786,151025,231,431978,21017,13516,653148
W92000004,Wales,2019,14716,1154,9241,10,23957,1165,12750,887238
S92000003,Scotland,2019,28823,2096,18679,24,47502,2120,13749,782763
K03000001,Great Britain,2019,325183,24096,180316,267,505499,24363,13495,675896
E09000001,City of London,2020,28,2,733,1,761,3,12358,976423
E09000002,Barking and Dagenham,2020,800,65,216,1,1017,66,12260,421053
E09000003,Barnet,2020,2263,128,629,2,2892,130,17696,280637
E09000004,Bexley,2020,1275,90,686,1,1961,90,14236,1014260
E09000005,Brent,2020,1588,102,647,1,2235,103,15630,518575
E09000006,Bromley,2020,2114,130,371,1,2485,132,16199,272746
E09000007,Camden,2020,973,77,1574,2,2547,79,12711,649438
E09000008,Croydon,2020,2142,141,452,1,2594,143,15176,323607
E09000009,Ealing,2020,1731,118,632,1,2363,120,14616,444164
E09000010,Enfield,2020,1649,108,559,1,2208,109,15237,514274
E09000011,Greenwich,2020,1187,92,524,1,1712,93,12893,577470
E09000012,Hackney,2020,1015,90,372,1,1388,91,11249,357382
E09000013,Hammersmith and Fulham,2020,907,74,568,1,1475,75,12306,584190
E09000014,Haringey,2020,1313,95,382,1,1695,96,13862,359978
E09000015,Harrow,2020,1482,84,251,1,1733,85,17731,271410
E09000016,Havering,2020,1413,97,250,1,1663,98,14508,320348
E09000017,Hillingdon,2020,1505,99,687,1,2192,100,15194,623176
E09000018,Hounslow,2020,1219,84,553,1,1772,85,14486,506997
E09000019,Islington,2020,929,86,637,1,1566,87,10861,552263
E09000020,Kensington and Chelsea,2020,878,67,824,2,1702,69,13164,352341
E09000021,Kingston upon Thames,2020,922,60,244,1,1167,61,15291,321631
E09000022,Lambeth,2020,1444,119,721,1,2165,120,12169,521298
E09000023,Lewisham,2020,1387,109,351,1,1738,110,12759,386942
E09000024,Merton,2020,1115,77,297,1,1412,78,14548,305513
E09000025,Newham,2020,1137,92,919,1,2056,93,12391,1004481
E09000026,Redbridge,2020,1514,94,244,1,1758,95,16022,277103
E09000027,Richmond upon Thames,2020,1230,78,280,1,1509,79,15835,270602
E09000028,Southwark,2020,1077,99,956,1,2033,101,10839,718997
E09000029,Sutton,2020,1076,72,300,1,1376,73,14942,406260
E09000030,Tower Hamlets,2020,723,75,806,1,1529,77,9580,644784
E09000031,Waltham Forest,2020,1249,93,279,1,1528,94,13474,343902
E09000032,Wandsworth,2020,1577,119,670,1,2248,121,13219,480872
E09000033,Westminster,2020,978,84,2212,4,3190,88,11679,528683
E12000001,North East,2020,15829,1142,9424,11,25253,1153,13863,844794
E12000002,North West,2020,40472,2977,26322,31,66794,3008,13593,852508
E12000003,Yorkshire and the Humber,2020,31149,2183,21281,24,52430,2206,14271,901966
E12000004,East Midlands,2020,25936,1861,14928,19,40864,1880,13935,786082
E12000005,West Midlands,2020,30391,2187,17211,24,47602,2211,13894,723387
E12000006,East,2020,30050,2172,15471,22,45522,2195,13833,690349
E13000001,Inner London,2020,14365,1187,11727,21,26093,1208,12106,555612
E13000002,Outer London,2020,27473,1813,8102,20,35575,1833,15157,406132
E12000008,South East,2020,46696,3366,18484,39,65180,3406,13872,468696
E12000009,South West,2020,23800,1959,11453,20,35253,1979,12147,580869
E92000001,England,2020,286162,20847,154403,231,440565,21078,13727,668330
W92000004,Wales,2020,14901,1158,9751,10,24652,1168,12872,939493
S92000003,Scotland,2020,29406,2116,19097,24,48503,2139,13899,806663
K03000001,Great Britain,2020,330825,24152,184672,266,515498,24418,13698,693988
E09000001,City of London,2021,28,2,723,1,751,3,12546,906406
E09000002,Barking and Dagenham,2021,772,65,228,1,1000,66,11824,436988
E09000003,Barnet,2021,2176,128,541,2,2717,131,16951,248162
E09000004,Bexley,2021,1217,90,678,1,1896,90,13571,958046
E09000005,Brent,2021,1538,101,628,1,2167,103,15157,507050
E09000006,Bromley,2021,2021,131,362,1,2383,132,15456,267931
E09000007,Camden,2021,942,76,1460,2,2403,79,12373,587722
E09000008,Croydon,2021,2070,142,524,1,2595,143,14606,370660
E09000009,Ealing,2021,1667,118,670,1,2337,120,14079,463151
E09000010,Enfield,2021,1578,108,509,1,2087,110,14548,465638
E09000011,Greenwich,2021,1144,92,544,1,1688,93,12415,574799
E09000012,Hackney,2021,979,90,370,1,1349,91,10852,357163
E09000013,Hammersmith and Fulham,2021,875,74,570,1,1444,75,11868,581977
E09000014,Haringey,2021,1258,95,368,1,1626,96,13280,333993
E09000015,Harrow,2021,1431,84,261,1,1692,85,17080,285361
E09000016,Havering,2021,1344,98,246,1,1590,98,13771,310006
E09000017,Hillingdon,2021,1451,99,685,1,2135,100,14609,614070
E09000018,Hounslow,2021,1176,84,523,1,1699,85,13962,489282
E09000019,Islington,2021,895,85,625,1,1520,87,10470,522102
E09000020,Kensington and Chelsea,2021,861,66,891,2,1752,69,12962,368133
E09000021,Kingston upon Thames,2021,883,60,235,1,1119,61,14639,295101
E09000022,Lambeth,2021,1387,119,839,1,2226,120,11701,596918
E09000023,Lewisham,2021,1335,109,348,1,1682,110,12259,385948
E09000024,Merton,2021,1074,77,307,1,1381,78,14005,322372
E09000025,Newham,2021,1103,92,937,1,2039,93,12008,994203
E09000026,Redbridge,2021,1454,94,250,1,1704,95,15396,270043
E09000027,Richmond upon Thames,2021,1177,78,282,1,1459,79,15161,269093
E09000028,Southwark,2021,1044,99,947,1,1991,101,10534,687573
E09000029,Sutton,2021,1034,72,280,1,1314,73,14339,388052
E09000030,Tower Hamlets,2021,706,75,838,1,1544,77,9352,649462
E09000031,Waltham Forest,2021,1194,93,296,1,1490,94,12847,360983
E09000032,Wandsworth,2021,1517,119,675,1,2192,121,12702,471380
E09000033,Westminster,2021,946,83,2418,4,3364,87,11402,544031
E12000001,North East,2021,15081,1150,8786,11,23867,1162,13113,768505
E12000002,North West,2021,38382,2999,26825,31,65207,3030,12799,863805
E12000003,Yorkshire and the Humber,2021,29420,2198,20875,24,50295,2222,13382,872923
E12000004,East Midlands,2021,24686,1882,15227,19,39913,1901,13118,800481
E12000005,West Midlands,2021,29224,2206,15802,24,45026,2230,13247,665167
E12000006,East,2021,28539,2195,13039,22,41578,2217,13001,585640
E13000001,Inner London,2021,13874,1185,12010,22,25884,1207,11707,550584
E13000002,Outer London,2021,26402,1815,8049,20,34451,1835,14543,401349
E12000008,South East,2021,44798,3398,18002,39,62800,3437,13183,458924
E12000009,South West,2021,22262,1978,11299,20,33561,1998,11253,574005
E92000001,England,2021,272668,21008,149914,232,422582,21240,12979,645560
W92000004,Wales,2021,14127,1164,9470,11,23597,1175,12137,895126
S92000003,Scotland,2021,28278,2136,18721,24,46999,2160,13236,778631
K03000001,Great Britain,2021,315391,24336,178986,268,494377,24604,12960,668361
